Ano 2017;;;
;;;
Matricula;Mês/Ano;Lançamento;Valor
4503;6;VT;135
4503;6;VR;26,7
4503;6;AM;182
4542;6;VT;135
4542;6;VR;26,7
4542;6;AM;182
4542;6;AO;94,6
4549;6;VT;270
4549;6;VR;26,7
4549;6;AM;182
4662;6;VT;270
4662;6;VR;26,7
4662;6;AM;182
4670;6;VT;135
4670;6;VR;26,7
4806;6;VT;135
4806;6;VR;26,7
4806;6;AM;182
4942;6;VT;135
4942;6;VR;26,7
4942;6;AM;182
4951;6;VT;270
4951;6;VR;26,7
4997;6;VT;135
4997;6;VR;26,7
4997;6;AM;182
5039;6;VT;270
5039;6;VR;26,7
5053;6;VT;270
5053;6;VR;26,7
5053;6;AM;182
3944;6;VT;135
3944;6;VR;26,7
3944;6;AM;182
3944;6;AO;94,6
4170;6;VT;135
4170;6;VR;26,7
4170;6;AM;182
3748;6;VT;270
3748;6;VR;26,7
3124;6;VT;270
3124;6;VR;26,7
3171;6;VT;270
3171;6;VR;26,7
3171;6;AM;182
3280;6;VT;270
3280;6;VR;26,7
3280;6;AM;182
3462;6;VT;135
3462;6;VR;26,7
3462;6;AM;182
3571;6;VT;270
3571;6;VR;26,7
3571;6;AM;182
3023;7;VT;135
3023;7;VR;26,7
3023;7;AM;182
3053;7;VT;135
3053;7;VR;26,7
3053;7;AM;182
3090;7;VR;26,7
3090;7;AM;182
3090;7;AO;94,6
3120;7;VT;135
3120;7;VR;26,7
3120;7;AM;182
3124;7;VT;270
3124;7;VR;26,7
3136;7;VR;26,7
3136;7;AM;182
3136;7;AO;94,6
3171;7;VT;270
3171;7;VR;26,7
3171;7;AM;182
3233;7;VT;135
3233;7;VR;26,7
3253;7;VT;270
3253;7;VR;26,7
3253;7;AM;182
3280;7;VT;270
3280;7;VR;26,7
3280;7;AM;182
3293;7;VT;135
3293;7;VR;26,7
3293;7;AM;182
3293;7;AO;94,6
3389;7;VT;270
3389;7;VR;26,7
3389;7;AM;182
3401;7;VR;26,7
3401;7;AM;182
3401;7;AO;94,6
3462;7;VT;135
3462;7;VR;26,7
3462;7;AM;182
3521;7;VT;135
3521;7;VR;26,7
3571;7;VT;270
3571;7;VR;26,7
3571;7;AM;182
3573;7;VT;270
3573;7;VR;26,7
3573;7;AM;182
3582;7;VT;135
3582;7;VR;26,7
3694;7;VT;270
3694;7;VR;26,7
3694;7;AM;182
3721;7;VT;270
3721;7;VR;26,7
3721;7;AM;182
3746;7;VT;135
3746;7;VR;26,7
3746;7;AM;182
3748;7;VT;270
3748;7;VR;26,7
3810;7;VT;270
3810;7;VR;26,7
3810;7;AM;182
3838;7;VT;135
3838;7;VR;26,7
3838;7;AM;182
3877;7;VT;270
3877;7;VR;26,7
3877;7;AM;182
3926;7;VT;135
3926;7;VR;26,7
3926;7;AM;182
3944;7;VT;135
3944;7;VR;26,7
3944;7;AM;182
3944;7;AO;94,6
4118;7;VT;270
4118;7;VR;26,7
4118;7;AM;182
4170;7;VT;135
4170;7;VR;26,7
4170;7;AM;182
4236;7;VT;135
4236;7;VR;26,7
4236;7;AM;182
4236;7;AO;94,6
4336;7;VR;26,7
4336;7;AM;182
4373;7;VT;135
4373;7;VR;26,7
4373;7;AM;182
4472;7;VT;270
4472;7;VR;26,7
4472;7;AM;182
4503;7;VT;135
4503;7;VR;26,7
4503;7;AM;182
4542;7;VT;135
4542;7;VR;26,7
4542;7;AM;182
4542;7;AO;94,6
4549;7;VT;270
4549;7;VR;26,7
4549;7;AM;182
4662;7;VT;270
4662;7;VR;26,7
4662;7;AM;182
4670;7;VT;135
4670;7;VR;26,7
4806;7;VT;135
4806;7;VR;26,7
4806;7;AM;182
4942;7;VT;135
4942;7;VR;26,7
4942;7;AM;182
4951;7;VT;270
4951;7;VR;26,7
4997;7;VT;135
4997;7;VR;26,7
4997;7;AM;182
5039;7;VT;270
5039;7;VR;26,7
5053;7;VT;270
5053;7;VR;26,7
5053;7;AM;182
3023;8;VT;135
3023;8;VR;26,7
3023;8;AM;182
3053;8;VT;135
3053;8;VR;26,7
3053;8;AM;182
3090;8;VR;26,7
3090;8;AM;182
3090;8;AO;94,6
3120;8;VT;135
3120;8;VR;26,7
3120;8;AM;182
3124;8;VT;270
3124;8;VR;26,7
3136;8;VR;26,7
3136;8;AM;182
3136;8;AO;94,6
3164;8;VT;135
3164;8;VR;26,7
3171;8;VT;270
3171;8;VR;26,7
3171;8;AM;182
3233;8;VT;135
3233;8;VR;26,7
3253;8;VT;270
3253;8;VR;26,7
3253;8;AM;182
3280;8;VT;270
3280;8;VR;26,7
3280;8;AM;182
3293;8;VT;135
3293;8;VR;26,7
3293;8;AM;182
3293;8;AO;94,6
3389;8;VT;270
3389;8;VR;26,7
3389;8;AM;182
3401;8;VR;26,7
3401;8;AM;182
3401;8;AO;94,6
3462;8;VT;135
3462;8;VR;26,7
3462;8;AM;182
3521;8;VT;135
3521;8;VR;26,7
3571;8;VT;270
3571;8;VR;26,7
3571;8;AM;182
3573;8;VT;270
3573;8;VR;26,7
3573;8;AM;182
3582;8;VT;135
3582;8;VR;26,7
3694;8;VT;270
3694;8;VR;26,7
3694;8;AM;182
3721;8;VT;270
3721;8;VR;26,7
3721;8;AM;182
3746;8;VT;135
3746;8;VR;26,7
3746;8;AM;182
3748;8;VT;270
3748;8;VR;26,7
3810;8;VT;270
3810;8;VR;26,7
3810;8;AM;182
3838;8;VT;135
3838;8;VR;26,7
3838;8;AM;182
3877;8;VT;270
3877;8;VR;26,7
3877;8;AM;182
3926;8;VT;135
3926;8;VR;26,7
3926;8;AM;182
3944;8;VT;135
3944;8;VR;26,7
3944;8;AM;182
3944;8;AO;94,6
4118;8;VT;270
4118;8;VR;26,7
4118;8;AM;182
4170;8;VT;135
4170;8;VR;26,7
4170;8;AM;182
4236;8;VT;135
4236;8;VR;26,7
4236;8;AM;182
4236;8;AO;94,6
4336;8;VR;26,7
4336;8;AM;182
4342;8;VR;26,7
4342;8;AM;182
4373;8;VT;135
4373;8;VR;26,7
4373;8;AM;182
4472;8;VT;270
4472;8;VR;26,7
4472;8;AM;182
4483;8;VT;270
4483;8;VR;26,7
4483;8;AM;182
4503;8;VT;135
4503;8;VR;26,7
4503;8;AM;182
4542;8;VT;135
4542;8;VR;26,7
4542;8;AM;182
4542;8;AO;94,6
4549;8;VT;270
4549;8;VR;26,7
4549;8;AM;182
4662;8;VT;270
4662;8;VR;26,7
4662;8;AM;182
4670;8;VT;135
4670;8;VR;26,7
4806;8;VT;135
4806;8;VR;26,7
4806;8;AM;182
4942;8;VT;135
4942;8;VR;26,7
4942;8;AM;182
4951;8;VT;270
4951;8;VR;26,7
4997;8;VT;135
4997;8;VR;26,7
4997;8;AM;182
5039;8;VT;270
5039;8;VR;26,7
5053;8;VT;270
5053;8;VR;26,7
5053;8;AM;182
4342;8;VR;26,7
4342;8;AM;182
4483;8;VT;270
4483;8;VR;26,7
4483;8;AM;182
3164;8;VT;135
3164;8;VR;26,7
3023;9;VT;135
3023;9;VR;26,7
3023;9;AM;182
3053;9;VT;135
3053;9;VR;26,7
3053;9;AM;182
3090;9;VR;26,7
3090;9;AM;182
3090;9;AO;94,6
3120;9;VT;135
3120;9;VR;26,7
3120;9;AM;182
3124;9;VT;270
3124;9;VR;26,7
3136;9;VR;26,7
3136;9;AM;182
3136;9;AO;94,6
3164;9;VT;135
3164;9;VR;26,7
3171;9;VT;270
3171;9;VR;26,7
3171;9;AM;182
3233;9;VT;135
3233;9;VR;26,7
3253;9;VT;270
3253;9;VR;26,7
3253;9;AM;182
3280;9;VT;270
3280;9;VR;26,7
3280;9;AM;182
3293;9;VT;135
3293;9;VR;26,7
3293;9;AM;182
3293;9;AO;94,6
3389;9;VT;270
3389;9;VR;26,7
3389;9;AM;182
3401;9;VR;26,7
3401;9;AM;182
3401;9;AO;94,6
3462;9;VT;135
3462;9;VR;26,7
3462;9;AM;182
3521;9;VT;135
3521;9;VR;26,7
3571;9;VT;270
3571;9;VR;26,7
3571;9;AM;182
3573;9;VT;270
3573;9;VR;26,7
3573;9;AM;182
3582;9;VT;135
3582;9;VR;26,7
3694;9;VT;270
3694;9;VR;26,7
3694;9;AM;182
3721;9;VT;270
3721;9;VR;26,7
3721;9;AM;182
3746;9;VT;135
3746;9;VR;26,7
3746;9;AM;182
3748;9;VT;270
3748;9;VR;26,7
3810;9;VT;270
3810;9;VR;26,7
3810;9;AM;182
3838;9;VT;135
3838;9;VR;26,7
3838;9;AM;182
3877;9;VT;270
3877;9;VR;26,7
3877;9;AM;182
3926;9;VT;135
3926;9;VR;26,7
3926;9;AM;182
3944;9;VT;135
3944;9;VR;26,7
3944;9;AM;182
3944;9;AO;94,6
4118;9;VT;270
4118;9;VR;26,7
4118;9;AM;182
4170;9;VT;135
4170;9;VR;26,7
4170;9;AM;182
4236;9;VT;135
4236;9;VR;26,7
4236;9;AM;182
4236;9;AO;94,6
4336;9;VR;26,7
4336;9;AM;182
4342;9;VR;26,7
4342;9;AM;182
4373;9;VT;135
4373;9;VR;26,7
4373;9;AM;182
4472;9;VT;270
4472;9;VR;26,7
4472;9;AM;182
4483;9;VT;270
4483;9;VR;26,7
4483;9;AM;182
4503;9;VT;135
4503;9;VR;26,7
4503;9;AM;182
4542;9;VT;135
4542;9;VR;26,7
4542;9;AM;182
4542;9;AO;94,6
4549;9;VT;270
4549;9;VR;26,7
4549;9;AM;182
4662;9;VT;270
4662;9;VR;26,7
4662;9;AM;182
4670;9;VT;135
4670;9;VR;26,7
4806;9;VT;135
4806;9;VR;26,7
4806;9;AM;182
4942;9;VT;135
4942;9;VR;26,7
4942;9;AM;182
4951;9;VT;270
4951;9;VR;26,7
4997;9;VT;135
4997;9;VR;26,7
4997;9;AM;182
5039;9;VT;270
5039;9;VR;26,7
5053;9;VT;270
5053;9;VR;26,7
5053;9;AM;182
3023;10;VT;135
3023;10;VR;26,7
3023;10;AM;182
3053;10;VT;135
3053;10;VR;26,7
3053;10;AM;182
3090;10;VR;26,7
3090;10;AM;182
3090;10;AO;94,6
3120;10;VT;135
3120;10;VR;26,7
3120;10;AM;182
3124;10;VT;270
3124;10;VR;26,7
3136;10;VR;26,7
3136;10;AM;182
3136;10;AO;94,6
3164;10;VT;135
3164;10;VR;26,7
3171;10;VT;270
3171;10;VR;26,7
3171;10;AM;182
3233;10;VT;135
3233;10;VR;26,7
3253;10;VT;270
3253;10;VR;26,7
3253;10;AM;182
3280;10;VT;270
3280;10;VR;26,7
3280;10;AM;182
3293;10;VT;135
3293;10;VR;26,7
3293;10;AM;182
3293;10;AO;94,6
3389;10;VT;270
3389;10;VR;26,7
3389;10;AM;182
3401;10;VR;26,7
3401;10;AM;182
3401;10;AO;94,6
3462;10;VT;135
3462;10;VR;26,7
3462;10;AM;182
3521;10;VT;135
3521;10;VR;26,7
3571;10;VT;270
3571;10;VR;26,7
3571;10;AM;182
3573;10;VT;270
3573;10;VR;26,7
3573;10;AM;182
3582;10;VT;135
3582;10;VR;26,7
3694;10;VT;270
3694;10;VR;26,7
3694;10;AM;182
3721;10;VT;270
3721;10;VR;26,7
3721;10;AM;182
3746;10;VT;135
3746;10;VR;26,7
3746;10;AM;182
3748;10;VT;270
3748;10;VR;26,7
3810;10;VT;270
3810;10;VR;26,7
3810;10;AM;182
3838;10;VT;135
3838;10;VR;26,7
3838;10;AM;182
3877;10;VT;270
3877;10;VR;26,7
3877;10;AM;182
3926;10;VT;135
3926;10;VR;26,7
3926;10;AM;182
3944;10;VT;135
3944;10;VR;26,7
3944;10;AM;182
3944;10;AO;94,6
4118;10;VT;270
4118;10;VR;26,7
4118;10;AM;182
4170;10;VT;135
4170;10;VR;26,7
4170;10;AM;182
4236;10;VT;135
4236;10;VR;26,7
4236;10;AM;182
4236;10;AO;94,6
4336;10;VR;26,7
4336;10;AM;182
4342;10;VR;26,7
4342;10;AM;182
4373;10;VT;135
4373;10;VR;26,7
4373;10;AM;182
4472;10;VT;270
4472;10;VR;26,7
4472;10;AM;182
4483;10;VT;270
4483;10;VR;26,7
4483;10;AM;182
4503;10;VT;135
4503;10;VR;26,7
4503;10;AM;182
4542;10;VT;135
4542;10;VR;26,7
4542;10;AM;182
4542;10;AO;94,6
4549;10;VT;270
4549;10;VR;26,7
4549;10;AM;182
4662;10;VT;270
4662;10;VR;26,7
4662;10;AM;182
4670;10;VT;135
4670;10;VR;26,7
4806;10;VT;135
4806;10;VR;26,7
4806;10;AM;182
4942;10;VT;135
4942;10;VR;26,7
4942;10;AM;182
4951;10;VT;270
4951;10;VR;26,7
4988;10;VR;26,7
4997;10;VT;135
4997;10;VR;26,7
4997;10;AM;182
5039;10;VT;270
5039;10;VR;26,7
5053;10;VT;270
5053;10;VR;26,7
5053;10;AM;182
4988;10;VR;26,7
3023;11;VT;135
3023;11;VR;26,7
3023;11;AM;182
3053;11;VT;135
3053;11;VR;26,7
3053;11;AM;182
3090;11;VR;26,7
3090;11;AM;182
3090;11;AO;94,6
3120;11;VT;135
3120;11;VR;26,7
3120;11;AM;182
3124;11;VT;270
3124;11;VR;26,7
3136;11;VR;26,7
3136;11;AM;182
3136;11;AO;94,6
3164;11;VT;135
3164;11;VR;26,7
3171;11;VT;270
3171;11;VR;26,7
3171;11;AM;182
3233;11;VT;135
3233;11;VR;26,7
3253;11;VT;270
3253;11;VR;26,7
3253;11;AM;182
3280;11;VT;270
3280;11;VR;26,7
3280;11;AM;182
3293;11;VT;135
3293;11;VR;26,7
3293;11;AM;182
3293;11;AO;94,6
3389;11;VT;270
3389;11;VR;26,7
3389;11;AM;182
3401;11;VR;26,7
3401;11;AM;182
3401;11;AO;94,6
3462;11;VT;135
3462;11;VR;26,7
3462;11;AM;182
3521;11;VT;135
3521;11;VR;26,7
3571;11;VT;270
3571;11;VR;26,7
3571;11;AM;182
3573;11;VT;270
3573;11;VR;26,7
3573;11;AM;182
3582;11;VT;135
3582;11;VR;26,7
3694;11;VT;270
3694;11;VR;26,7
3694;11;AM;182
3714;11;VT;135
3714;11;VR;26,7
3721;11;VT;270
3721;11;VR;26,7
3721;11;AM;182
3746;11;VT;135
3746;11;VR;26,7
3746;11;AM;182
3748;11;VT;270
3748;11;VR;26,7
3810;11;VT;270
3810;11;VR;26,7
3810;11;AM;182
3838;11;VT;135
3838;11;VR;26,7
3838;11;AM;182
3877;11;VT;270
3877;11;VR;26,7
3877;11;AM;182
3926;11;VT;135
3926;11;VR;26,7
3926;11;AM;182
3944;11;VT;135
3944;11;VR;26,7
3944;11;AM;182
3944;11;AO;94,6
4118;11;VT;270
4118;11;VR;26,7
4118;11;AM;182
4170;11;VT;135
4170;11;VR;26,7
4170;11;AM;182
4236;11;VT;135
4236;11;VR;26,7
4236;11;AM;182
