Ano 2016;;;
;;;
Matricula;Mês/Ano;Lançamento;Valor
3090;10;AO;94,6
3120;10;VT;135
3120;10;VR;26,7
3120;10;AM;182
3136;10;VR;26,7
3136;10;AM;182
3136;10;AO;94,6
3233;10;VT;135
3233;10;VR;26,7
3253;10;VT;270
3253;10;VR;26,7
3253;10;AM;182
3293;10;VT;135
3293;10;VR;26,7
3293;10;AM;182
3293;10;AO;94,6
3401;10;VR;26,7
3401;10;AM;182
3401;10;AO;94,6
3521;10;VT;135
3521;10;VR;26,7
3573;10;VT;270
3573;10;VR;26,7
3573;10;AM;182
3582;10;VT;135
3582;10;VR;26,7
3694;10;VT;270
3694;10;VR;26,7
3694;10;AM;182
3721;10;VT;270
3721;10;VR;26,7
3721;10;AM;182
3746;10;VT;135
3746;10;VR;26,7
3746;10;AM;182
3810;10;VT;270
3810;10;VR;26,7
3810;10;AM;182
3838;10;VT;135
3838;10;VR;26,7
3838;10;AM;182
3877;10;VT;270
3877;10;VR;26,7
3877;10;AM;182
3926;10;VT;135
3926;10;VR;26,7
3926;10;AM;182
4118;10;VT;270
4118;10;VR;26,7
4118;10;AM;182
4336;10;VR;26,7
4336;10;AM;182
4373;10;VT;135
4373;10;VR;26,7
4373;10;AM;182
4503;10;VT;135
4503;10;VR;26,7
4503;10;AM;182
4542;10;VT;135
4542;10;VR;26,7
4542;10;AM;182
4542;10;AO;94,6
4549;10;VT;270
4549;10;VR;26,7
4549;10;AM;182
4942;10;VT;135
4942;10;VR;26,7
4942;10;AM;182
4951;10;VT;270
4951;10;VR;26,7
4997;10;VT;135
4997;10;VR;26,7
4997;10;AM;182
5039;10;VT;270
5039;10;VR;26,7
3023;11;VT;135
3023;11;VR;26,7
3023;11;AM;182
3053;11;VT;135
3053;11;VR;26,7
3053;11;AM;182
3090;11;VR;26,7
3090;11;AM;182
3090;11;AO;94,6
3120;11;VT;135
3120;11;VR;26,7
3120;11;AM;182
3136;11;VR;26,7
3136;11;AM;182
3136;11;AO;94,6
3233;11;VT;135
3233;11;VR;26,7
3253;11;VT;270
3253;11;VR;26,7
3253;11;AM;182
3293;11;VT;135
3293;11;VR;26,7
3293;11;AM;182
3293;11;AO;94,6
3401;11;VR;26,7
3401;11;AM;182
3401;11;AO;94,6
3521;11;VT;135
3521;11;VR;26,7
3573;11;VT;270
3573;11;VR;26,7
3573;11;AM;182
3582;11;VT;135
3582;11;VR;26,7
3694;11;VT;270
3694;11;VR;26,7
3694;11;AM;182
3721;11;VT;270
3721;11;VR;26,7
3721;11;AM;182
3746;11;VT;135
3746;11;VR;26,7
3746;11;AM;182
3810;11;VT;270
3810;11;VR;26,7
3810;11;AM;182
3838;11;VT;135
3838;11;VR;26,7
3838;11;AM;182
3877;11;VT;270
3877;11;VR;26,7
3877;11;AM;182
3926;11;VT;135
3926;11;VR;26,7
3926;11;AM;182
4118;11;VT;270
4118;11;VR;26,7
4118;11;AM;182
4336;11;VR;26,7
4336;11;AM;182
4373;11;VT;135
4373;11;VR;26,7
4373;11;AM;182
4503;11;VT;135
4503;11;VR;26,7
4503;11;AM;182
4542;11;VT;135
4542;11;VR;26,7
4542;11;AM;182
4542;11;AO;94,6
4549;11;VT;270
4549;11;VR;26,7
4549;11;AM;182
4942;11;VT;135
4942;11;VR;26,7
4942;11;AM;182
4951;11;VT;270
4951;11;VR;26,7
4997;11;VT;135
4997;11;VR;26,7
4997;11;AM;182
5039;11;VT;270
5039;11;VR;26,7
3023;12;VT;135
3023;12;VR;26,7
3023;12;AM;182
3053;12;VT;135
3053;12;VR;26,7
3053;12;AM;182
3090;12;VR;26,7
3090;12;AM;182
3090;12;AO;94,6
3120;12;VT;135
3120;12;VR;26,7
3120;12;AM;182
3136;12;VR;26,7
3136;12;AM;182
3136;12;AO;94,6
3233;12;VT;135
3233;12;VR;26,7
3253;12;VT;270
3253;12;VR;26,7
3253;12;AM;182
3293;12;VT;135
3293;12;VR;26,7
3293;12;AM;182
3293;12;AO;94,6
3401;12;VR;26,7
3401;12;AM;182
3401;12;AO;94,6
3521;12;VT;135
3521;12;VR;26,7
3573;12;VT;270
3573;12;VR;26,7
3573;12;AM;182
3582;12;VT;135
3582;12;VR;26,7
3694;12;VT;270
3694;12;VR;26,7
3694;12;AM;182
3721;12;VT;270
3721;12;VR;26,7
3721;12;AM;182
3746;12;VT;135
3746;12;VR;26,7
3746;12;AM;182
3810;12;VT;270
3810;12;VR;26,7
3810;12;AM;182
3838;12;VT;135
3838;12;VR;26,7
3838;12;AM;182
3877;12;VT;270
3877;12;VR;26,7
3877;12;AM;182
3926;12;VT;135
3926;12;VR;26,7
3926;12;AM;182
4118;12;VT;270
4118;12;VR;26,7
4118;12;AM;182
4336;12;VR;26,7
4336;12;AM;182
4373;12;VT;135
4373;12;VR;26,7
4373;12;AM;182
4503;12;VT;135
4503;12;VR;26,7
4503;12;AM;182
4542;12;VT;135
4542;12;VR;26,7
4542;12;AM;182
4542;12;AO;94,6
4549;12;VT;270
4549;12;VR;26,7
4549;12;AM;182
4942;12;VT;135
4942;12;VR;26,7
4942;12;AM;182
4951;12;VT;270
4951;12;VR;26,7
4997;12;VT;135
4997;12;VR;26,7
4997;12;AM;182
5039;12;VT;270
5039;12;VR;26,7
